customer_Id,Recency,Frequency,Monetary,Cluster
268450,522,1,2376.855,1
268453,453,1,123.76,0
268456,494,1,3734.9,0
268457,236,2,13260.0,3
268458,707,1,1369.095,1
268460,967,1,886.21,1
268461,331,2,5962.58,0
268464,312,3,5741.58,3
268467,30,4,4351.49,3
268468,545,1,3867.5,1
268470,400,2,4215.575,0
268472,607,2,2897.3100000000004,1
268473,490,2,6260.93,0
268476,831,3,4575.805,1
268477,850,2,10186.995,1
268478,938,1,2635.425,1
268479,22,3,10320.699999999999,3
268480,221,2,2839.85,0
268481,83,4,15530.775,2
268482,610,2,9741.68,1
268483,1103,1,3995.68,1
268484,611,4,12424.619999999999,3
268485,908,1,1419.925,1
268486,160,4,9190.285,3
268487,28,2,4434.365,0
268488,672,2,3668.6000000000004,1
268489,614,1,948.09,1
268490,339,3,7578.09,3
268491,855,1,2380.17,1
268492,3,6,11984.830000000002,2
268493,343,2,1561.365,0
268494,58,3,6810.115,3
268495,390,3,14391.52,3
268497,126,2,8337.224999999999,3
268498,388,1,2826.59,0
268500,146,3,9793.615,3
268501,116,3,10252.189999999999,3
268502,510,4,7481.955,3
268504,60,5,10564.904999999999,2
268506,312,4,7644.389999999999,3
268509,1,3,9631.18,3
268510,62,3,1080.69,0
268512,345,6,11636.755000000001,2
268513,305,3,2766.92,0
268514,37,2,3162.51,0
268515,117,4,11361.61,3
268516,1,5,13272.154999999999,2
268517,1058,1,2779.075,1
268518,648,1,6381.375,1
268521,1036,1,3569.15,1
268522,177,5,14931.865,2
268523,178,4,17383.86,2
268524,373,2,2408.8999999999996,0
268525,64,2,3100.6299999999997,0
268526,29,3,5638.8150000000005,3
268527,174,2,7948.265,3
268530,33,1,1706.12,0
268532,571,1,2274.09,1
268533,126,2,8451.04,3
268534,191,1,3250.91,0
268535,448,3,6215.625,3
268536,117,3,2681.835,0
268538,59,3,15990.454999999998,2
268540,520,1,2850.9,1
268543,301,5,9475.375,2
268544,89,3,12167.155,3
268545,58,5,11120.720000000001,2
268546,798,1,3182.4,1
268548,31,5,13211.380000000001,2
268549,880,2,5852.08,1
268550,428,2,2863.0550000000003,0
268551,432,1,586.755,0
268557,215,2,3400.085,0
268560,273,3,4305.08,3
268562,488,3,6441.045,3
268565,30,4,3443.1800000000003,3
268566,951,1,877.37,1
268567,707,1,81.77,1
268569,57,2,3623.295,0
268571,373,4,5132.725,3
268572,66,6,12646.725,2
268573,404,2,2835.43,0
268575,120,2,10033.400000000001,3
268579,465,3,10461.035,3
268581,177,3,5055.375,3
268582,148,1,2779.075,0
268583,433,2,4172.48,0
268584,639,4,13562.77,2
268585,249,2,1392.3,0
268589,117,4,7067.58,3
268590,372,4,9434.490000000002,3
268591,1075,1,4185.74,1
268592,5,4,12811.37,2
268593,551,2,5744.895,1
268594,791,1,845.325,1
268595,86,3,15379.39,2
268596,631,3,11794.77,3
268597,180,3,10599.16,3
268598,709,2,1175.7199999999998,1
268600,493,3,9489.74,3
268601,705,1,1668.55,1
268603,218,3,4744.87,3
268605,726,1,6325.02,1
268606,174,2,3689.595,0
268607,700,3,7460.96,1
268608,131,4,12475.45,2
268609,239,2,6190.21,0
268612,182,6,14765.01,2
268614,480,3,2364.7,0
268615,129,3,13230.165,3
268617,335,3,7150.455,3
268620,273,1,4203.42,0
268622,189,1,1088.425,0
268624,156,6,22224.865,2
268625,215,1,3971.37,0
268627,178,3,5644.34,3
268628,117,1,1548.105,0
268629,251,3,9613.5,3
268632,85,3,5342.675,3
268633,206,3,10200.255000000001,3
268634,400,3,10727.34,3
268635,63,3,7021.17,3
268636,647,3,7918.43,3
268638,185,2,1395.615,0
268639,208,3,8820.11,3
268643,174,1,5140.46,0
268644,309,3,6342.7,3
268645,949,1,4795.7,1
268647,639,4,7333.884999999999,3
268649,191,4,12423.515,2
268651,485,2,5197.92,0
268654,157,6,10430.095000000001,2
268656,783,2,4438.785,1
268657,208,2,5050.955,0
268658,417,2,4881.889999999999,0
268659,519,2,2675.205,0
268660,298,3,8026.72,3
268661,709,2,5101.785,1
268663,210,7,11062.155,2
268664,96,4,12412.465,2
268665,734,2,6580.275,1
268669,87,5,15940.73,2
268670,852,3,8746.075,1
268671,68,1,1211.08,0
268672,332,4,5931.64,3
268673,913,1,611.065,1
268674,545,2,7630.025,1
268676,463,2,8554.91,3
268677,338,1,1646.45,0
268679,25,4,12941.76,2
268681,238,3,9782.564999999999,3
268682,300,1,5153.72,0
268683,178,3,15652.325,2
268684,1096,1,2499.51,1
268687,450,1,1582.36,0
268688,543,2,9636.705,3
268689,513,2,4889.625,0
268690,464,2,5517.265,0
268692,178,2,2375.75,0
268694,329,1,4349.28,0
268697,126,1,1384.565,0
268698,150,1,3033.225,0
268700,153,1,4117.23,0
268701,130,5,24681.28,2
268706,65,7,19376.175,2
268708,699,2,9856.599999999999,1
268709,187,2,5062.005,0
268710,53,4,9497.475,3
268712,370,2,5035.485,0
268713,268,2,1755.845,0
268714,83,1,387.855,0
268715,3,2,6747.13,0
268716,91,4,10989.225,3
268717,616,1,491.725,1
268720,177,2,9929.529999999999,3
268722,52,3,3298.425,0
268723,149,1,3401.19,0
268727,366,2,6331.65,0
268728,38,2,767.975,0
268729,372,3,6946.030000000001,3
268731,149,1,1014.39,0
268732,147,4,9861.02,3
268734,247,4,12279.865000000002,2
268735,827,3,14323.01,3
268736,22,1,2037.62,0
268740,493,1,5542.68,0
268741,83,3,9410.18,3
268743,695,1,5790.2,1
268744,33,2,4260.88,0
268745,737,2,3563.625,1
268746,278,1,4729.4,0
268751,365,5,14992.64,2
268752,1045,1,2499.51,1
268755,2,3,6618.95,3
268756,884,1,579.02,1
268757,63,3,4284.085,3
268758,601,2,4403.425,1
268760,914,1,1900.6,1
268763,238,1,1153.62,0
268765,480,3,7883.070000000001,3
268767,363,2,11602.5,3
268768,792,1,4044.3,1
268769,791,2,1655.29,1
268770,575,2,5732.74,1
268771,676,2,2590.12,1
268772,6,2,5474.17,0
268773,519,4,7462.0650000000005,3
268774,1,2,1632.085,0
268776,65,6,11185.915,2
268777,1097,1,751.4,1
268778,675,1,1082.9,1
268779,305,4,12832.365,2
268780,1095,1,1530.425,1
268783,1062,2,16061.175,1
268786,605,2,917.15,1
268787,637,2,1783.47,1
268790,22,2,5620.03,0
268792,724,2,3722.745,1
268793,434,5,9170.395,3
268795,611,2,5864.235,1
268796,91,1,5617.82,0
268798,128,2,5066.424999999999,0
268799,1,3,6404.58,3
268800,953,2,3097.315,1
268802,603,1,1071.85,1
268804,90,3,6814.535,3
268806,462,2,2843.165,0
268807,758,3,8765.965,1
268808,210,1,565.76,0
268810,24,2,4718.35,0
268812,95,3,8195.785,3
268813,208,2,5570.305,0
268814,543,1,954.72,1
268815,145,2,5965.8949999999995,0
268817,94,2,5218.915,0
268819,29,4,12922.974999999999,2
268820,399,1,3047.59,0
268821,582,3,1408.875,1
268823,307,2,7116.200000000001,0
268825,401,3,4046.5099999999998,3
268826,150,2,6873.099999999999,0
268827,282,2,7936.110000000001,3
268828,178,1,1621.035,0
268829,952,1,2497.3,1
268830,149,2,9182.55,3
268832,455,2,7275.32,3
268834,584,4,15833.545,2
268835,91,2,2197.8450000000003,0
268837,1073,1,4084.08,1
268838,852,2,5563.675,1
268840,423,3,9649.965,3
268841,852,1,3397.875,1
268844,669,1,1884.025,1
268845,340,2,7322.835,3
268847,26,3,12157.210000000001,3
268848,155,4,10946.130000000001,3
268849,422,1,2629.9,0
268852,131,3,6832.215,3
268853,244,2,1763.58,0
268855,7,3,11966.045,3
268857,612,2,6268.665,1
268858,159,3,3363.62,0
268859,182,4,4554.8099999999995,3
268860,60,5,14274.39,2
268863,178,2,1436.5,0
268864,400,1,4900.675,0
268867,6,3,2318.29,0
268869,218,3,15590.445,2
268870,672,2,1520.48,1
268871,301,4,8936.135,3
268874,97,6,17293.25,2
268875,337,1,1630.98,0
268876,251,2,9048.845,3
268878,31,6,13387.075,2
268879,638,3,12171.575,3
268880,56,3,8911.825,3
268881,156,3,3679.65,0
268884,63,3,11115.195,3
268885,94,2,1209.975,0
268886,633,2,6402.37,1
268887,57,3,10016.825,3
268889,669,2,7900.75,1
268892,516,2,6567.014999999999,1
268894,737,1,971.295,1
268895,430,3,6244.355,3
268897,175,1,4568.07,0
268898,31,2,10201.36,3
268899,461,2,7200.18,3
268903,698,2,9571.51,1
268904,148,3,15630.224999999999,2
268905,67,1,733.72,0
268906,663,1,1038.7,1
268908,454,3,7121.725,3
268909,370,3,2930.46,0
268914,554,2,2402.27,1
268915,57,2,12610.26,3
268918,127,3,5258.695,3
268920,212,5,16441.295,2
268922,278,6,22641.45,2
268923,32,4,9027.85,3
268924,151,2,5721.6900000000005,0
268928,270,3,12536.225,3
268929,160,2,8572.59,3
268930,946,1,3266.38,1
268931,307,2,1275.17,0
268933,148,4,16768.375,2
268934,1,5,15741.83,2
268935,737,2,5347.094999999999,1
268936,92,3,3077.4249999999997,0
268938,709,4,12567.165,3
268941,300,2,2601.17,0
268942,328,2,6895.2,0
268943,115,2,5733.845,0
268945,177,3,4239.885,3
268946,119,3,11149.45,3
268947,676,2,9623.445,1
268951,612,1,530.4,1
268952,336,3,6515.08,3
268953,120,4,6006.78,3
268956,7,6,16790.475,2
268958,223,2,2636.5299999999997,0
268959,674,1,183.43,1
268960,576,1,2350.335,1
268961,525,2,8458.775,3
268964,616,1,331.5,1
268968,858,2,9147.19,1
268969,241,2,2239.835,0
268972,403,3,6821.165,3
268973,492,5,12016.875,2
268974,695,2,2669.68,1
268975,241,2,5100.679999999999,0
268976,236,1,772.395,0
268977,223,4,15104.244999999999,2
268981,821,1,2791.23,1
268983,788,1,964.665,1
268987,342,1,1345.89,0
268988,674,1,791.18,1
268991,66,4,5584.67,3
268992,28,1,1359.15,0
268994,242,2,3312.79,0
268995,192,4,5181.345,3
268996,25,2,6611.215,0
268997,155,4,16187.144999999999,2
268998,23,2,2464.15,0
269000,369,2,5423.34,0
269001,306,6,10794.745,2
269002,487,3,8708.505,3
269003,53,2,4117.2300000000005,0
269005,97,4,12815.789999999999,2
269006,526,1,194.48,1
269007,984,1,461.89,1
269008,369,3,8537.23,3
269009,1,1,3739.32,0
269010,217,3,5885.23,3
269013,157,3,7666.49,3
269014,6,2,5796.83,0
269015,282,2,6938.295,0
269016,157,6,13039.0,2
269018,4,3,9211.28,3
269019,4,2,1769.105,0
269020,370,1,3447.6,0
269021,449,2,3218.8650000000002,0
269024,213,3,17765.085,2
269026,340,3,2772.445,0
269028,495,2,1886.2350000000001,0
269029,852,2,5962.58,1
269031,509,1,3530.475,1
269033,419,2,9775.935000000001,3
269034,129,3,14612.52,3
269036,336,4,2331.55,3
269037,914,1,4026.62,1
269038,69,3,3752.58,0
269042,83,3,9081.994999999999,3
269043,335,1,391.17,0
269045,1064,1,1374.62,1
269046,601,2,3857.5550000000003,1
269047,206,2,2332.6549999999997,0
269049,1065,2,4868.63,1
269050,209,4,3960.3199999999997,3
269051,343,4,13254.475,2
269052,490,1,2797.86,0
269053,642,2,5571.41,1
269054,297,2,3158.09,0
269055,114,4,12994.8,2
269057,83,2,2834.325,0
269058,494,2,7936.11,3
269060,371,1,2877.42,0
269061,115,1,2649.79,0
269066,1071,1,970.19,1
269068,607,1,6806.8,1
269069,1095,1,1874.08,1
269072,184,1,5900.7,0
269073,240,2,9381.45,3
269074,461,1,4481.88,0
269075,130,2,7207.915,0
269076,338,3,6375.85,3
269078,175,2,3103.9449999999997,0
269079,277,3,1931.54,0
269080,545,1,2435.42,1
269081,458,1,4813.38,0
269083,309,2,3790.1500000000005,0
269085,636,2,1733.7450000000001,1
269087,793,4,9370.4,3
269088,301,4,10168.21,3
269089,673,2,3011.125,1
269090,57,2,5259.799999999999,0
269091,114,3,6932.77,3
269094,159,3,3768.0499999999997,0
269095,454,5,13668.85,2
269096,644,3,8925.085000000001,3
269098,372,2,7697.429999999999,3
269100,64,3,6084.129999999999,3
269101,2,4,23314.395,2
269104,394,4,4907.305,3
269106,128,2,2703.935,0
269111,126,5,8956.025,2
269114,952,1,428.74,1
269117,32,2,13304.2,3
269118,479,3,8932.82,3
269119,572,2,6665.36,1
269120,484,3,1854.19,0
269122,55,4,13805.87,2
269124,186,4,11341.72,3
269125,57,3,18509.855,2
269132,829,2,2175.745,1
269133,635,2,2898.415,1
269134,330,3,4994.599999999999,3
269135,152,2,7396.87,0
269136,2,4,8824.529999999999,3
269139,646,3,8193.575,3
269140,7,3,3277.4300000000003,0
269141,673,2,4596.8,1
269143,479,1,3673.02,0
269145,330,3,5602.35,3
269146,1036,1,6325.02,1
269147,151,4,6531.655,3
269148,662,2,4035.46,1
269149,217,2,2690.675,0
269151,733,1,1470.755,1
269154,1090,1,2811.12,1
269155,116,6,13585.975,2
269156,66,1,7259.85,0
269158,312,4,8267.61,3
269160,121,2,11665.485,3
269161,245,2,3933.7999999999997,0
269162,5,2,2761.395,0
269165,609,1,155.805,1
269168,252,5,21920.989999999998,2
269171,299,4,3989.05,3
269172,310,5,16652.35,2
269173,28,3,5000.125,3
269174,343,4,9865.44,3
269175,432,3,5195.710000000001,3
269176,215,1,4097.34,0
269178,418,3,4055.35,3
269182,221,3,13134.029999999999,3
269183,855,2,6877.5199999999995,1
269184,191,2,5386.875,0
269187,216,1,1823.25,0
269188,148,2,4243.2,0
269189,299,6,23405.005,2
269190,68,3,11465.48,3
269191,580,2,4232.15,1
269192,944,2,2090.66,1
269193,30,4,14004.77,2
269194,584,2,5554.835,1
269195,331,2,9088.625,3
269196,452,2,3319.42,0
269197,1059,1,3013.335,1
269200,91,4,14550.640000000001,2
269201,451,2,2055.3,0
269205,146,2,9137.244999999999,3
269208,402,2,1880.71,0
269211,435,2,8594.69,3
269212,127,4,13839.02,2
269213,549,2,7009.015,1
269214,675,1,4515.03,1
269216,34,7,16849.04,2
269217,974,1,5109.52,1
269218,819,1,2621.06,1
269219,124,4,13885.43,2
269220,526,1,2179.06,1
269221,549,2,10329.54,3
269223,1,4,7242.17,3
269225,631,5,11674.325,2
269228,70,5,12029.029999999999,2
269232,611,2,4909.515,1
269233,118,6,26439.335,2
269235,155,4,5058.6900000000005,3
269236,343,3,13368.29,3
269237,189,2,6718.4,0
269239,161,2,3457.545,0
269240,144,3,12859.990000000002,3
269241,332,4,11117.404999999999,3
269242,146,2,4464.200000000001,0
269243,215,2,4784.65,0
269244,63,2,2204.475,0
269245,248,7,13764.985,2
269246,31,2,4253.145,0
269249,150,4,7933.9,3
269253,207,3,6329.4400000000005,3
269254,1033,1,3600.09,1
269257,950,1,3370.25,1
269259,183,3,11526.255000000001,3
269260,461,4,8921.77,3
269261,212,5,16771.69,2
269264,59,4,6823.375,3
269266,275,3,8317.335000000001,3
269267,217,3,10486.45,3
269268,308,2,5860.92,0
269269,341,2,6448.780000000001,0
269270,483,1,859.69,0
269271,488,2,8890.83,3
269273,23,4,11756.095,2
269274,122,3,8436.675000000001,3
269275,7,2,4057.56,0
269277,602,2,6437.7300000000005,1
269279,275,4,13110.824999999999,2
269281,342,1,3721.64,0
269282,852,3,13231.27,3
269283,65,3,3132.675,0
269285,125,2,3832.1400000000003,0
269286,954,1,1213.29,1
269291,859,3,13803.66,3
269292,392,1,1513.85,0
269293,267,2,8323.965,3
269296,478,2,3964.74,0
269297,62,3,2823.275,0
269299,38,2,3688.49,0
269300,433,1,2461.94,0
269301,60,4,15726.359999999999,2
269302,302,1,1286.22,0
269303,144,1,2353.65,0
269304,53,6,11778.195,2
269306,93,4,5958.16,3
269307,116,4,11852.23,2
269310,603,2,6176.95,1
269311,208,2,4480.775,0
269313,580,2,9983.675,3
269315,434,2,5829.98,0
269316,113,3,4470.83,3
269318,68,5,7575.88,3
269320,361,4,14530.75,2
269324,1043,1,1457.495,1
269325,585,2,8377.005000000001,1
269326,1097,1,598.91,1
269327,854,2,1601.145,1
269328,662,1,2181.27,1
269329,159,2,4755.92,0
269330,732,3,3818.88,1
269331,157,3,9390.29,3
269332,70,4,8023.405,3
269333,390,2,5370.3,0
269334,35,1,1501.695,0
269336,667,1,364.65,1
269337,459,1,3032.12,0
269338,430,4,12301.965,3
269345,1,5,14233.505,2
269348,191,2,10561.59,3
269350,457,4,10020.14,3
269351,491,2,7497.424999999999,3
269352,120,1,716.04,0
269354,786,2,6742.710000000001,1
269355,53,4,6765.915,3
269356,493,2,4743.765,0
269357,491,2,1984.58,0
269361,59,6,7709.585,2
269362,946,1,996.71,1
269363,150,4,10032.295,3
269365,191,4,8673.145,3
269366,400,3,8288.605,3
269367,387,4,10569.325,3
269370,273,2,8765.965,3
269372,32,3,8919.56,3
269373,336,2,2050.88,0
269375,999,1,1103.895,1
269376,25,2,3885.1800000000003,0
269377,462,3,3491.8,0
269385,247,2,1429.87,0
269386,578,1,888.42,1
269387,4,7,26853.71,2
269388,6,5,16700.97,2
269390,313,4,17750.72,2
269392,22,4,5344.885,3
269394,576,3,11295.310000000001,3
269396,86,2,2895.1,0
269399,192,3,7520.63,3
269400,90,3,5975.84,3
269401,186,2,1499.4850000000001,0
269403,312,1,4453.15,0
269407,2,6,11124.035,2
269408,1067,1,1866.345,1
269409,521,2,6453.200000000001,1
269411,856,1,3171.35,1
269412,129,2,6806.8,0
269413,24,3,7952.6849999999995,3
269417,115,2,2923.83,0
269420,397,5,18703.23,2
269422,284,1,2475.2,0
269423,154,3,7978.1,3
269424,87,2,3808.9350000000004,0
269426,639,1,2625.48,1
269427,456,1,734.825,0
269430,665,1,110.5,1
269432,449,2,3513.8999999999996,0
269437,586,3,10568.22,3
269438,122,3,6791.33,3
269440,343,4,11759.41,3
269441,428,2,5162.56,0
269442,269,2,8389.16,3
269443,831,2,3707.2749999999996,1
269444,189,2,8414.575,3
269445,61,2,2542.605,0
269447,397,2,8541.65,3
269449,39,6,9349.405,2
269450,392,1,6585.8,0
269451,124,6,26691.275,2
269452,1,3,7080.84,3
269453,343,4,7254.325,3
269454,1009,2,6353.75,1
269455,57,4,10992.54,3
269457,391,1,108.29,0
269459,519,2,9751.625,3
269460,160,3,7932.795,3
269463,117,4,7607.925,3
269466,119,2,4000.1000000000004,0
269470,545,2,3549.2599999999998,1
269471,330,5,9416.81,2
269473,887,1,2293.98,1
269474,88,2,7909.59,3
269476,32,2,3697.33,0
269478,309,1,573.495,0
269479,183,4,5429.97,3
269480,223,2,4152.59,0
269481,191,3,7870.915000000001,3
269482,975,2,3521.635,1
269483,389,2,9867.65,3
269484,146,2,7806.825,3
269485,270,3,4265.3,3
269490,240,2,5374.72,0
269491,178,3,1050.855,0
269493,1072,1,2382.38,1
269495,61,3,8852.154999999999,3
269497,113,2,4825.535,0
269498,552,5,7858.76,3
269499,540,3,3924.96,3
269500,90,3,2470.7799999999997,0
269501,120,5,16072.225,2
269503,513,3,10287.55,3
269506,486,3,8615.685,3
269507,699,1,3480.75,1
269508,490,3,10388.105,3
269509,65,3,5516.16,3
269511,328,3,8128.379999999999,3
269513,237,4,5350.41,3
269514,671,1,969.085,1
269516,94,4,12900.875,2
269517,418,1,4442.1,0
269518,52,3,5583.5650000000005,3
269519,59,4,7773.674999999999,3
269520,708,3,10482.029999999999,3
269521,860,1,6016.725,1
269524,24,5,12710.814999999999,2
269526,998,1,689.52,1
269528,252,3,5210.075,3
269529,192,5,15886.585,2
269531,669,1,1167.985,1
269532,181,2,7531.68,3
269533,371,2,4807.855,0
269535,644,2,3457.545,1
269536,191,4,11824.605,2
269537,187,1,1644.24,0
269538,790,1,870.74,1
269539,340,2,9342.775,3
269541,59,6,11304.15,2
269544,920,2,10661.04,1
269545,60,2,5860.92,0
269546,494,3,5450.965,3
269547,427,3,4131.595,3
269551,333,1,3659.76,0
269555,62,7,11778.195,2
269556,1119,1,2168.01,1
269557,490,1,1836.51,0
269559,215,2,3613.3500000000004,0
269561,57,1,3950.375,0
269563,148,3,4321.655000000001,3
269564,725,1,334.815,1
269565,209,3,15682.16,2
269568,847,4,8982.545,3
269570,517,3,5088.525000000001,3
269572,1010,1,1348.1,1
269573,275,3,4843.215,3
269574,267,3,5363.67,3
269577,30,4,11436.75,2
269579,787,1,1363.57,1
269580,670,2,9356.035,1
269586,122,6,10947.235,2
269587,981,1,2347.02,1
269588,181,2,3374.67,0
269589,372,2,1026.545,0
269591,668,4,9323.99,3
269593,34,1,4994.6,0
269594,999,1,1149.2,1
269595,1063,1,3132.675,1
269596,158,1,1007.76,0
269597,693,1,511.615,1
269600,646,1,3089.58,1
269601,637,3,6539.39,1
269602,127,4,10753.86,3
269603,59,4,6618.95,3
269604,304,3,7417.865000000001,3
269606,245,5,8932.82,2
269607,417,7,23010.52,2
269610,1041,1,3301.74,1
269611,174,1,4945.98,0
269612,31,2,2649.79,0
269613,130,4,12845.625,2
269616,892,1,633.165,1
269617,705,1,6911.775,1
269618,243,2,4560.335,0
269619,126,1,904.995,0
269621,705,4,11394.76,3
269623,120,3,6711.77,3
269624,128,4,4150.38,3
269625,182,1,1278.485,0
269626,857,1,704.99,1
269629,147,5,10515.18,2
269631,521,2,4784.650000000001,1
269633,179,1,257.465,0
269634,150,1,243.1,0
269635,915,2,5958.16,1
269636,39,2,7253.22,0
269637,38,6,12305.279999999999,2
269639,123,4,12778.220000000001,2
269640,146,3,8193.574999999999,3
269645,338,5,11608.025,2
269646,126,2,6211.205,0
269647,556,2,1760.2649999999999,1
269650,127,4,8035.56,3
269651,828,1,3202.29,1
269652,237,2,10049.975,3
269655,87,4,10647.779999999999,3
269657,92,2,7162.61,0
269658,206,1,2625.48,0
269659,114,4,6321.705,3
269660,887,1,6221.15,1
269661,298,2,1779.05,0
269662,578,1,288.405,1
269664,222,2,8049.924999999999,3
269665,610,4,7385.82,3
269669,305,2,8689.72,3
269670,786,3,17968.405,2
269672,583,3,990.0799999999999,1
269673,37,5,8080.865,2
269674,222,5,15523.04,2
269675,188,2,5407.87,0
269677,98,4,12612.47,2
269679,53,3,10537.28,3
269680,238,3,8045.505,3
269681,549,2,4748.185,1
269683,362,3,13695.37,3
269685,967,1,654.16,1
269688,223,1,2455.31,0
269689,402,1,636.48,0
269691,113,4,14915.29,2
269692,937,2,7949.37,1
269694,147,4,12611.365,2
269696,887,1,4488.51,1
269697,55,3,10219.039999999999,3
269702,86,2,3244.2799999999997,0
269703,206,5,19843.59,2
269705,459,3,8329.49,3
269708,92,4,10649.99,3
269709,207,2,10304.125,3
269711,270,1,6442.15,0
269716,91,4,6846.58,3
269717,646,7,15493.205,2
269718,364,3,11147.24,3
269719,90,4,10809.11,3
269721,371,3,11960.52,3
269723,278,4,14489.865,2
269726,732,2,1734.85,1
269727,155,2,5613.4,0
269728,512,2,2397.85,0
269729,88,1,2258.62,0
269730,845,1,4127.175,1
269732,21,5,19182.8,2
269733,969,1,1242.02,1
269734,454,3,3689.5950000000003,0
269736,240,5,12900.875,2
269737,1072,1,7171.45,1
269742,283,2,3103.9449999999997,0
269747,737,2,8543.86,1
269750,456,1,271.83,0
269754,297,3,4319.445,3
269755,100,1,4225.52,0
269756,634,1,2892.89,1
269757,34,4,10466.56,3
269758,729,1,2826.59,1
269760,277,4,12448.93,2
269763,35,1,4318.34,0
269765,1034,1,1719.38,1
269766,280,4,11034.53,3
269767,367,3,8569.275,3
269768,59,3,7116.2,3
269771,976,1,4038.775,1
269772,2,3,5499.585,3
269773,418,1,6762.6,0
269774,525,1,5242.12,1
269776,38,6,9793.615000000002,2
269779,63,2,6088.55,0
269780,23,2,4373.59,0
269783,38,4,7384.715,3
269784,947,1,1167.985,1
269786,26,1,1353.625,0
269788,52,3,6949.345,3
269789,159,5,11181.494999999999,2
269790,1010,1,390.065,1
269791,954,1,3107.26,1
269792,494,3,6015.62,3
269793,189,4,9521.785,3
269794,181,3,7430.02,3
269798,210,3,9173.71,3
269799,358,2,7741.63,3
269800,1063,1,790.075,1
269802,450,1,4332.705,0
269804,67,1,7370.35,0
269805,664,2,1506.115,1
269807,401,4,14369.42,2
269808,460,1,339.235,0
269812,845,2,6734.975,1
269818,951,1,1116.05,1
269819,418,1,3571.36,0
269820,24,4,12406.939999999999,2
269821,359,1,1299.48,0
269825,821,2,11602.5,1
269827,550,1,1377.935,1
269830,117,3,7353.775,3
269831,23,4,8579.22,3
269832,131,3,10364.9,3
269836,270,3,8634.47,3
269837,189,2,3744.845,0
269839,359,1,7060.95,0
269841,25,1,1306.11,0
269842,181,4,12042.29,2
269843,63,3,10690.875,3
269844,333,3,5018.91,3
269845,179,2,5650.969999999999,0
269846,386,2,2328.2349999999997,0
269847,524,2,9798.035,3
269848,358,3,3275.22,0
269849,118,3,5983.575,3
269851,509,2,2956.9800000000005,0
269852,545,2,7547.15,1
269854,465,3,6257.615,3
269857,147,1,918.255,0
269859,150,7,11822.395,2
269860,120,2,4680.78,0
269861,215,2,3593.46,0
269862,37,4,10794.744999999999,3
269864,272,4,4986.865,3
269866,52,1,7403.5,0
269867,5,4,15900.95,2
269869,89,1,2807.805,0
269870,238,3,9109.619999999999,3
269873,28,4,15959.515,2
269874,368,4,5275.27,3
269875,157,3,11729.575,3
269877,788,1,1900.6,1
269879,362,5,15653.43,2
269881,483,2,2528.24,0
269883,327,5,12337.325,2
269884,396,1,5707.325,0
269886,496,4,3837.665,3
269888,212,4,4608.955,3
269890,28,3,11906.375,3
269891,454,2,3011.125,0
269892,129,1,6161.48,0
269893,360,1,1038.7,0
269894,68,1,3933.8,0
269897,128,4,9177.025,3
269901,638,2,4288.505,1
269902,545,2,2544.815,1
269903,448,1,3640.975,0
269904,875,2,2457.52,1
269905,84,2,3351.465,0
269906,118,3,7510.6849999999995,3
269907,7,1,3431.025,0
269909,241,2,3834.3500000000004,0
269910,276,3,13074.36,3
269911,486,5,13794.82,2
269912,736,2,7033.325,1
269913,328,3,6518.395,3
269914,175,4,9462.115,3
269916,121,3,4646.525,3
269920,493,1,3646.5,0
269921,516,2,1272.96,0
269922,428,1,2218.84,0
269923,369,3,2386.8,0
269925,145,4,16213.665,2
269926,120,3,11147.24,3
269927,33,3,12222.405,3
269929,88,4,7529.47,3
269930,403,2,4794.595,0
269932,205,3,14256.71,3
269933,177,5,12581.53,2
269935,59,2,4803.435,0
269936,511,2,8035.56,3
269939,879,2,1672.97,1
269940,430,2,6907.355,0
269947,307,3,3138.2,0
269948,89,3,1824.355,0
269949,645,1,2926.04,1
269950,483,2,3589.04,0
269952,38,3,3871.92,0
269953,762,1,4679.675,1
269957,397,3,10742.810000000001,3
269958,113,7,22424.87,2
269959,304,3,9297.47,3
269960,211,2,1067.4299999999998,0
269961,731,1,616.59,1
269962,280,3,7803.51,3
269963,36,4,14540.695,2
269964,28,1,2937.09,0
269965,190,2,4234.36,0
269966,55,4,12602.525,2
269967,61,3,4645.42,3
269968,617,4,10953.865,3
269971,480,1,6183.58,0
269972,552,1,711.62,1
269973,66,2,3059.745,0
269979,94,5,20817.095,2
269980,37,3,12780.43,3
269981,238,3,5537.155000000001,3
269982,65,2,7007.91,0
269983,65,5,6412.3150000000005,3
269984,829,1,1135.94,1
269987,118,2,3593.46,0
269988,176,3,7686.38,3
269991,332,2,10931.765,3
269993,417,2,2053.09,0
269995,1028,1,990.08,1
269996,178,1,998.92,0
269997,115,2,6563.7,0
269998,113,4,9996.935,3
269999,305,4,12264.395,2
270002,187,3,3573.57,0
270003,70,2,5097.365000000001,0
270004,1122,1,1597.83,1
270005,85,3,9133.93,3
270008,465,3,7365.93,3
270009,157,2,6883.045,0
270012,281,2,11221.275000000001,3
270018,251,3,13012.48,3
270020,27,3,8767.07,3
270022,1123,1,748.085,1
270023,152,2,4864.21,0
270024,218,1,2214.42,0
270026,36,2,5291.845,0
270029,703,1,6967.025,1
270030,155,6,9872.07,2
270031,666,4,6456.515,3
270033,513,2,2671.8900000000003,0
270034,185,2,6391.32,0
